id	KL_value
2262	61.3863553032863
2263	58.48373692664805
2264	39.96087172936613
2265	71.05001977231527
2266	73.52353810649683
2267	62.46083898604355
2268	79.0049041429459
2269	61.12315913450506
2270	75.57626818944946
2271	74.90471727030395
2272	98.00733114260326
2273	77.6096391162857
2274	109.02794022242315
2275	81.18067608074674
2276	66.92993010155699
2277	120.43672864774224
2278	92.80999382545225
2279	67.3438847147564
2280	99.15650516534706
2281	54.84682259166273
2282	55.17024921315139
2283	54.29651469205902
2284	98.69775352385278
2285	94.70708784431227
2286	47.928658469124116
2287	68.94748632731661
2288	59.59983686870445
2289	46.724951856667225
2290	78.40448450532878
2291	72.30172090209416
2292	65.50718418914538
2293	61.417262810928655
2294	114.18062937316698
2295	73.38362561584974
2296	99.02456611154875
2297	55.51561486861334
2298	94.90035028219992
2299	108.24277729037688
2300	47.58042420011643
2301	83.33584163300594
2302	87.95173280987571
2303	44.56209880441163
2304	50.1751543152981
2305	85.6321153764341
2306	72.8046000822946
2307	50.617226770811236
2308	91.43818717300474
2309	86.12154425584427
2310	81.3730614671013
2311	135.34446584298973
2312	81.73920976845073
2313	60.182579362606106
2314	69.33111254721919
2315	69.35045709831931
2316	76.93338196291477
2317	83.64719575370093
2318	98.15926871495587
2319	93.94657216244714
2320	92.97437433331255
2321	86.97817857698112
2322	72.29841696913516
2323	81.47504214444034
2324	88.48605267503156
2325	50.513802610779166
2326	60.398877051552375
2327	79.47084018281149
2328	49.5147940473254
2329	61.52780689408863
2330	94.15195934707484
2331	63.306769680079086
2332	74.66566869963455
2333	52.18762895752009
2334	65.25125444817203
2335	93.42850452105019
2336	66.71814415859308
2337	78.61149478436894
2338	32.14414590169012
2339	63.74414572835353
2340	76.2245462551114
2341	84.94025036945789
2342	86.37226049515847
2343	96.52411377417567
2344	117.0091601780962
2345	88.53324902033413
2346	89.41449213043899
2347	56.71577065869559
2348	82.24587964157337
2349	89.95055535787597
2350	68.0920988031085
2351	73.46857818525895
2352	79.08777610784222
2353	79.4106592894123
2354	78.179924500812
2355	68.77152657735508
2356	51.00011240783884
2357	43.424681579370485
2358	93.52088795312184
2359	89.82081384976928
2360	76.93121860042699
2361	62.36319947864226
2362	73.1199313004185
2363	59.57113855930972
2364	62.2997873750353
2365	74.90231280739116
2366	67.2520330193804
2367	114.65164721426521
2368	82.424014160392
2369	52.79984585519833
2370	80.12812767425393
2371	82.80379547704351
2372	86.14787283710588
2373	118.36261306189647
2374	46.20416614875569
2375	91.44679184852129
2376	86.35686994391298
2377	76.9049108364985
2378	108.71051937477473
2379	63.78615022920893
2380	88.78600111900168
2381	86.56149300044184
2382	72.70411610141986
2383	59.96636111671029
2384	53.89124215607026
2385	66.64779401864523
2386	59.27974744369491
2387	63.62095101498964
2388	122.95626589477659
2389	81.08061795538978
2390	87.66556805155582
2391	71.00894403530253
2392	77.41118358792035
2393	73.97728485460976
2394	65.16543795902808
2395	108.67772613414988
2396	86.70632836603538
2397	118.48715763098451
2398	60.88634161202228
2399	80.43346378822571
2400	92.97203601477551
2401	82.46265058158701
2402	85.4922011546652
2403	81.09399369037675
2404	75.31205364679867
2405	58.84926454986082
2406	104.25805475375722
2407	88.7715768467766
2408	36.43169065352896
2409	91.27990921344303
2410	103.30195008325
2411	60.32317236320041
2412	97.09167661234076
2413	81.8832854444564
2414	78.35102614632274
2415	81.70686648677452
2416	70.94105498581618
2417	71.36071263328459
2418	99.02106164135236
2419	84.14322291775807
2420	90.01776074091642
2421	69.97613039307004
2422	99.71391593963844
2423	58.23981545177493
2424	56.1783020069318
2425	86.77275494574786
2426	47.647747003871174
2427	79.28568063852872
2428	50.075570550307916
2429	55.880950889185286
2430	85.59206015257519
2431	70.82053856964271
2432	80.0678877009702
2433	87.77891639287843
2434	89.66017944479437
2435	84.77166270377413
2436	84.1007474647069
2437	74.0185820921466
2438	104.41575157248997
2439	80.78547579284576
2440	81.13024480367754
2441	82.94752695043115
2442	42.50650578744906
2443	71.29827752819978
2444	106.74442063907554
2445	62.60901839914135
2446	66.20077728513445
2447	100.63637773258289
2448	64.94353106929306
2449	60.19795352400659
2450	88.5684151473932
2451	80.48623639589721
2452	62.250102945170994
2453	48.78406762553773
2454	74.63966972149396
2455	56.4547722898643
2456	80.13082790868928
2457	82.11266518411163
2458	79.65851831013087
2459	103.05115975924946
2460	59.92852394234815
2461	70.20950438893956
2462	83.83016018144522
2463	64.79023275168228
2464	84.27013492689994
2465	130.14990791004448
2466	103.61051019669368
2467	65.92092600767819
2468	86.86711484685345
2469	48.26340109029093
2470	130.77353171836018
2471	89.79476024025604
2472	110.35764256992326
2473	92.5763009262027
2474	50.880985248604844
2475	50.19973158033902
2476	78.37983832451661
2477	58.48497988138474
2478	95.4116312192923
2479	131.54926749051273
2480	43.80865190452601
2481	105.44803615843287
2482	55.45630001458613
2483	99.02669705008955
2484	88.20499588554063
2485	71.64936756844321
2486	110.1345450680949
2487	91.79458010675631
2488	49.102616806981025
2489	114.71950484483848
2490	107.7361768893754
2491	88.00090819147269
2492	73.93897491555303
2493	119.31219980286545
2494	162.93652937875555
2495	106.84076329912129
2496	91.36506817793148
2497	92.86573072504544
2498	111.57205260998568
2499	101.22769664168149
2500	66.5671285855159
2501	68.59344372177877
2502	42.604082149809294
2503	84.81426933562932
2504	89.18328447126865
2505	104.38538873066497
2506	86.05850869452543
2507	92.84972014393097
2508	117.50222216033737
2509	59.40658201773851
2510	68.13641311220258
2511	55.60685492899937
2512	80.72895782979315
2513	103.80276832423792
2514	73.57595092765739
2515	91.85264056652491
2516	54.09177637326667
2517	79.87735930920286
2518	59.712351232919374
2519	91.84914324608974
2520	87.12524841727769
2521	81.86881292329761
2522	71.21547298520181
2523	99.09964468219187
2524	84.6942895260809
2525	95.79701872201994
2526	87.03971883290552
2527	114.38230022888459
2528	90.06066136716517
2529	60.934549688429826
2530	67.42395555937092
2531	65.81890294434427
2532	96.57446214662735
2533	73.74744709964857
2534	86.3650213440447
2535	90.69412373538526
2536	97.7413686669093
2537	44.090145220496375
2538	53.3548623581216
2539	68.99905344639299
2540	66.34888979310183
2541	86.01048095350285
2542	59.430670551851506
2543	62.87875476065054
2544	91.76557595897208
2545	72.19701751123644
